date,precipitation_mm,rain_mm,precipitation_hours,max_wind_speed_kmh,location_name,latitude,longitude,state
2026-06-01,6.5,6.5,10.0,11.1,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-02,0.8,0.8,5.0,15.3,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-03,2.3,2.3,7.0,18.8,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-04,2.2,2.2,4.0,17.2,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-05,2.1,2.1,3.0,16.1,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-06,2.5,2.5,8.0,21.8,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-07,1.8,1.8,5.0,19.7,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-08,0.1,0.1,1.0,19.5,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-09,0.5,0.5,3.0,18.6,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-10,0.9,0.9,3.0,15.8,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-11,3.7,3.7,4.0,13.2,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-12,1.9,1.9,4.0,16.8,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-13,5.1,5.1,12.0,15.2,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-14,4.8,4.8,4.0,13.6,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-15,0.0,0.0,0.0,16.6,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-16,0.4,0.4,3.0,12.7,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-17,2.0,2.0,9.0,9.0,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-18,10.6,10.6,16.0,15.7,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-19,4.2,4.2,5.0,11.2,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-20,1.5,1.5,3.0,10.0,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-21,0.2,0.2,1.0,14.5,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-22,16.7,16.7,6.0,17.7,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-23,0.9,0.9,3.0,19.0,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-24,0.4,0.4,3.0,15.7,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-25,1.8,1.8,5.0,16.8,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-26,2.4,2.4,4.0,14.2,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-27,4.9,4.9,8.0,11.4,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-28,9.2,9.2,4.0,11.8,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-29,15.2,15.2,9.0,16.6,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-06-30,1.2,1.2,4.0,23.2,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-07-01,2.6,2.6,7.0,16.1,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-07-02,0.0,0.0,0.0,14.6,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-07-03,18.6,18.6,10.0,23.6,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-07-04,5.1,5.1,10.0,14.1,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-07-05,0.3,0.3,3.0,18.0,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-07-06,0.3,0.3,1.0,17.9,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-07-07,0.1,0.1,1.0,16.9,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-07-08,0.5,0.5,2.0,18.7,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-07-09,1.7,1.7,7.0,12.4,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-07-10,5.8,5.8,6.0,14.9,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-07-11,1.7,1.7,4.0,11.8,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-07-12,0.0,0.0,0.0,10.7,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-07-13,0.0,0.0,0.0,12.2,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-07-14,0.0,0.0,0.0,12.7,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-07-15,0.0,0.0,0.0,8.9,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-07-16,0.0,0.0,0.0,12.0,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-07-17,4.1,4.1,4.0,17.7,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2026-07-18,1.1,1.1,4.0,15.0,Salem (Northern Inland),11.6643,78.146,Tamil Nadu
2024-07-18,27.6,27.6,24.0,25.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-07-19,12.2,12.2,20.0,24.0,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-07-20,2.7,2.7,18.0,21.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-07-21,2.6,2.6,14.0,29.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-07-22,0.2,0.2,2.0,30.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-07-23,1.6,1.6,9.0,23.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-07-24,2.5,2.5,10.0,23.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-07-25,7.6,7.6,23.0,23.1,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-07-26,7.6,7.6,24.0,23.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-07-27,9.4,9.4,19.0,27.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-07-28,0.6,0.6,5.0,29.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-07-29,40.6,40.6,18.0,18.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-07-30,49.0,49.0,24.0,14.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-07-31,20.4,20.4,17.0,12.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-01,3.7,3.7,15.0,12.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-02,0.6,0.6,4.0,12.1,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-03,4.2,4.2,11.0,12.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-04,26.3,26.3,20.0,12.0,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-05,19.1,19.1,11.0,9.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-06,12.7,12.7,16.0,8.3,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-07,3.8,3.8,15.0,12.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-08,18.8,18.8,14.0,12.3,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-09,9.1,9.1,13.0,12.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-10,25.7,25.7,17.0,12.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-11,8.4,8.4,11.0,12.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-12,3.1,3.1,9.0,9.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-13,8.7,8.7,14.0,8.1,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-14,10.8,10.8,12.0,9.1,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-15,15.7,15.7,13.0,6.3,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-16,18.4,18.4,10.0,6.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-17,0.6,0.6,6.0,6.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-18,2.1,2.1,8.0,5.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-19,8.2,8.2,10.0,6.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-20,25.6,25.6,15.0,7.1,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-21,3.4,3.4,11.0,11.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-22,0.2,0.2,2.0,6.1,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-23,0.2,0.2,2.0,5.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-24,1.9,1.9,8.0,7.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-25,0.0,0.0,0.0,14.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-26,0.0,0.0,0.0,14.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-27,0.4,0.4,3.0,12.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-28,1.9,1.9,7.0,14.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-29,11.0,11.0,10.0,13.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-30,2.1,2.1,7.0,11.3,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-08-31,3.2,3.2,16.0,17.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-01,4.3,4.3,16.0,19.1,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-02,1.5,1.5,10.0,15.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-03,0.7,0.7,3.0,12.1,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-04,0.4,0.4,2.0,13.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-05,0.3,0.3,3.0,14.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-06,1.1,1.1,6.0,17.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-07,2.0,2.0,5.0,12.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-08,1.6,1.6,8.0,11.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-09,1.6,1.6,9.0,14.1,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-10,0.6,0.6,5.0,17.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-11,1.8,1.8,8.0,13.0,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-12,1.0,1.0,4.0,13.3,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-13,0.0,0.0,0.0,12.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-14,3.6,3.6,8.0,15.1,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-15,7.0,7.0,7.0,13.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-16,0.0,0.0,0.0,13.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-17,0.7,0.7,6.0,15.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-18,0.0,0.0,0.0,13.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-19,1.6,1.6,5.0,8.0,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-20,7.1,7.1,9.0,8.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-21,0.7,0.7,4.0,8.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-22,1.3,1.3,5.0,12.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-23,1.8,1.8,10.0,12.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-24,11.5,11.5,14.0,10.1,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-25,0.1,0.1,1.0,7.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-26,1.5,1.5,6.0,8.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-27,3.6,3.6,8.0,10.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-28,13.7,13.7,14.0,8.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-29,5.3,5.3,14.0,9.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-09-30,2.4,2.4,6.0,10.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-01,0.6,0.6,3.0,7.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-02,3.0,3.0,8.0,7.0,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-03,3.0,3.0,7.0,5.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-04,19.6,19.6,13.0,8.3,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-05,22.2,22.2,23.0,8.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-06,8.0,8.0,21.0,8.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-07,17.2,17.2,16.0,8.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-08,31.9,31.9,17.0,8.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-09,2.9,2.9,9.0,8.1,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-10,3.3,3.3,9.0,7.3,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-11,4.6,4.6,11.0,5.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-12,7.7,7.7,15.0,8.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-13,10.5,10.5,18.0,7.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-14,10.7,10.7,16.0,6.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-15,30.9,30.9,24.0,8.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-16,5.9,5.9,14.0,6.3,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-17,2.4,2.4,7.0,8.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-18,12.6,12.6,8.0,5.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-19,11.2,11.2,11.0,6.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-20,4.7,4.7,10.0,4.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-21,11.4,11.4,10.0,6.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-22,14.5,14.5,11.0,6.0,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-23,14.2,14.2,8.0,6.3,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-24,19.9,19.9,12.0,5.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-25,8.7,8.7,11.0,8.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-26,4.5,4.5,8.0,10.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-27,4.8,4.8,10.0,9.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-28,3.0,3.0,10.0,6.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-29,5.5,5.5,12.0,8.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-30,5.7,5.7,5.0,9.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-10-31,2.9,2.9,9.0,9.0,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-01,15.5,15.5,10.0,8.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-02,6.3,6.3,15.0,7.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-03,3.7,3.7,10.0,9.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-04,5.7,5.7,10.0,8.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-05,0.3,0.3,3.0,12.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-06,0.0,0.0,0.0,10.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-07,4.0,4.0,12.0,7.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-08,6.3,6.3,9.0,11.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-09,0.0,0.0,0.0,11.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-10,0.0,0.0,0.0,14.0,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-11,3.2,3.2,8.0,10.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-12,3.4,3.4,10.0,10.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-13,3.4,3.4,6.0,10.1,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-14,3.5,3.5,10.0,10.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-15,1.6,1.6,11.0,9.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-16,13.9,13.9,10.0,13.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-17,4.7,4.7,6.0,10.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-18,0.2,0.2,2.0,9.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-19,10.9,10.9,15.0,12.3,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-20,0.9,0.9,5.0,8.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-21,5.4,5.4,7.0,5.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-22,1.8,1.8,7.0,13.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-23,0.7,0.7,3.0,11.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-24,0.1,0.1,1.0,12.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-25,0.0,0.0,0.0,10.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-26,10.1,10.1,14.0,12.0,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-27,1.7,1.7,3.0,12.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-28,0.0,0.0,0.0,12.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-29,1.5,1.5,9.0,13.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-11-30,0.3,0.3,2.0,13.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-01,7.7,7.7,21.0,18.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-02,16.8,16.8,23.0,15.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-03,5.3,5.3,13.0,8.3,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-04,4.3,4.3,9.0,12.3,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-05,3.0,3.0,8.0,9.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-06,1.4,1.4,5.0,6.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-07,0.3,0.3,2.0,11.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-08,2.0,2.0,7.0,10.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-09,0.2,0.2,2.0,13.1,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-10,4.2,4.2,8.0,11.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-11,0.0,0.0,0.0,11.0,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-12,15.4,15.4,21.0,12.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-13,16.9,16.9,24.0,15.3,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-14,6.4,6.4,14.0,9.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-15,0.0,0.0,0.0,9.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-16,0.0,0.0,0.0,7.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-17,0.0,0.0,0.0,11.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-18,0.0,0.0,0.0,12.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-19,0.0,0.0,0.0,10.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-20,0.6,0.6,5.0,12.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-21,3.7,3.7,5.0,12.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-22,1.0,1.0,2.0,7.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-23,0.5,0.5,3.0,6.1,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-24,0.1,0.1,1.0,10.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-25,0.2,0.2,1.0,13.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-26,2.2,2.2,11.0,10.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-27,9.1,9.1,15.0,11.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-28,0.2,0.2,2.0,9.1,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-29,0.0,0.0,0.0,11.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-30,1.9,1.9,11.0,12.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2024-12-31,0.3,0.3,2.0,12.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-01,0.0,0.0,0.0,9.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-02,0.0,0.0,0.0,8.3,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-03,0.0,0.0,0.0,7.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-04,0.0,0.0,0.0,5.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-05,0.0,0.0,0.0,12.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-06,0.0,0.0,0.0,11.3,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-07,0.0,0.0,0.0,11.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-08,0.0,0.0,0.0,10.0,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-09,1.3,1.3,6.0,5.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-10,1.8,1.8,4.0,4.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-11,1.4,1.4,5.0,12.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-12,0.0,0.0,0.0,11.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-13,6.0,6.0,11.0,9.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-14,4.4,4.4,19.0,9.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-15,2.5,2.5,11.0,10.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-16,1.1,1.1,4.0,8.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-17,0.0,0.0,0.0,9.0,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-18,0.1,0.1,1.0,9.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-19,14.6,14.6,21.0,12.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-20,0.0,0.0,0.0,12.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-21,0.0,0.0,0.0,12.0,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-22,2.3,2.3,5.0,9.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-23,0.0,0.0,0.0,7.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-24,0.0,0.0,0.0,10.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-25,0.0,0.0,0.0,11.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-26,0.0,0.0,0.0,12.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-27,0.0,0.0,0.0,9.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-28,0.0,0.0,0.0,11.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-29,0.0,0.0,0.0,9.3,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-30,1.3,1.3,5.0,11.0,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-01-31,0.8,0.8,5.0,9.1,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-02-01,5.3,5.3,4.0,11.8,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
2025-02-02,0.0,0.0,0.0,12.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu
