rainfall_mm,river_level_m,soil_moisture,wind_speed_kmph,temperature_c,population_density,elevation_m,infrastructure_vulnerability,road_accessibility,distance_to_water_body,primary_disaster,secondary_disaster,severity
271.0,4.79,0.84,16.9,22.7,5117.0,528.2,0.7,0.37,6.64,Heavy Rain,Flood,High
63.0,3.23,0.82,141.4,32.5,3447.0,35.0,0.69,0.63,6.49,Cyclone,Infrastructure Failure,High
11.6,1.22,0.1,12.2,34.2,1341.0,328.3,0.62,0.86,4.11,Extreme Heat,Fire,High
256.7,3.52,0.38,78.3,32.7,5979.0,222.0,0.41,0.86,2.27,Cyclone,Infrastructure Failure,Medium
20.9,1.88,0.4,31.8,32.4,1753.0,1284.9,0.93,0.6,5.21,Earthquake,Fire,High
62.5,2.07,0.42,17.9,29.1,2198.0,1880.7,0.36,0.21,10.64,Earthquake,Landslide,Medium
360.0,5.34,0.86,42.2,27.5,7403.0,750.0,0.2,0.61,5.02,Heavy Rain,Flood,High
238.5,3.67,0.74,134.0,31.1,1261.0,128.6,0.72,0.47,8.21,Cyclone,Infrastructure Failure,High
191.3,4.83,0.4,76.9,22.9,167.0,249.1,0.11,0.46,10.2,Cyclone,Infrastructure Failure,Medium
293.4,3.92,0.56,20.4,22.8,4273.0,187.7,0.6,0.12,2.89,Heavy Rain,Flood,High
260.5,6.79,0.94,23.0,26.7,7573.0,587.4,0.49,0.66,1.85,Heavy Rain,Flood,Critical
2.2,1.02,0.23,16.2,41.0,2237.0,349.1,0.05,0.63,16.73,Extreme Heat,Fire,High
189.3,5.58,0.45,19.9,20.7,238.0,748.9,0.17,0.12,3.52,Heavy Rain,Flood,High
189.0,2.99,0.6,95.2,30.8,4188.0,131.6,0.44,0.76,5.55,Cyclone,Infrastructure Failure,Medium
268.4,6.19,0.69,53.5,25.9,2213.0,724.9,0.87,0.34,1.51,Heavy Rain,Flood,Critical
272.2,1.58,0.92,35.0,15.0,172.0,2159.0,0.17,0.64,4.53,Landslide Trigger,Landslide,High
372.7,3.5,0.67,18.1,26.9,800.0,103.3,0.55,0.84,1.99,Heavy Rain,Flood,High
168.0,1.97,0.64,135.8,23.5,4486.0,33.7,0.58,0.54,2.33,Cyclone,Infrastructure Failure,High
99.9,2.99,0.94,25.8,26.6,2115.0,1561.1,0.9,0.43,2.73,Landslide Trigger,Landslide,High
13.0,1.01,0.22,34.5,46.9,110.0,447.5,0.28,0.3,16.71,Extreme Heat,Fire,High
80.9,5.02,0.59,53.6,26.0,632.0,346.5,0.48,0.63,7.91,Heavy Rain,Flood,Medium
0.8,1.93,0.08,9.9,36.2,3509.0,837.4,0.55,0.31,17.71,Extreme Heat,Fire,High
197.6,4.78,0.39,125.5,23.4,3553.0,80.3,0.62,0.43,9.83,Cyclone,Infrastructure Failure,High
137.0,7.02,0.74,108.5,32.7,5598.0,382.5,0.54,0.51,5.01,Cyclone,Infrastructure Failure,High
68.1,7.67,0.92,45.1,27.4,950.0,136.3,0.33,0.57,2.93,Heavy Rain,Flood,Medium
170.4,7.55,0.65,22.9,19.1,105.0,714.6,0.79,0.95,0.19,Heavy Rain,Flood,High
10.9,0.53,0.12,39.0,45.3,146.0,518.8,0.07,0.6,7.45,Extreme Heat,Fire,Medium
35.9,9.45,0.41,127.5,23.7,4758.0,218.3,0.58,0.13,1.06,Cyclone,Infrastructure Failure,High
259.1,5.88,0.85,147.1,32.1,14176.0,35.7,0.49,0.26,1.54,Cyclone,Infrastructure Failure,Critical
11.5,1.03,0.27,34.3,45.0,1806.0,261.2,0.49,0.2,11.24,Extreme Heat,Fire,High
6.8,1.52,0.21,33.7,41.2,5208.0,223.1,0.34,0.63,17.25,Extreme Heat,Fire,High
98.5,5.58,0.93,51.0,24.9,10287.0,564.9,0.49,0.56,6.85,Heavy Rain,Disease Outbreak,High
33.3,0.75,0.36,28.7,31.1,2497.0,1968.6,0.15,0.23,1.98,Earthquake,Landslide,Medium
347.1,6.97,0.84,12.9,23.0,1362.0,542.6,0.11,0.64,1.15,Heavy Rain,Flood,High
14.6,2.15,0.34,34.6,46.0,1768.0,527.9,0.79,0.21,13.92,Extreme Heat,Fire,Critical
4.5,3.82,0.15,34.3,29.6,5550.0,756.3,0.27,0.74,14.26,Earthquake,Fire,Medium
233.0,2.5,0.52,24.2,16.8,1630.0,530.5,0.85,0.28,11.16,Landslide Trigger,Landslide,High
199.6,8.25,0.91,33.6,22.5,365.0,694.9,0.45,0.76,2.55,Heavy Rain,Flood,High
60.2,7.77,0.74,51.8,21.4,1513.0,230.3,0.71,0.63,3.58,Heavy Rain,Flood,High
300.4,9.88,0.94,29.4,29.8,2543.0,180.4,0.79,0.48,5.74,Heavy Rain,Flood,Critical
308.7,10.87,0.82,44.9,18.8,3881.0,171.9,0.56,0.38,7.8,Heavy Rain,Flood,Critical
64.6,5.82,0.69,19.5,20.1,978.0,411.6,0.58,0.86,4.73,Heavy Rain,Flood,Medium
153.6,6.14,0.93,19.2,15.3,1876.0,1352.1,0.34,0.63,9.23,Landslide Trigger,Landslide,High
50.7,11.21,0.53,51.3,19.3,17893.0,198.1,0.05,0.63,1.96,Heavy Rain,Disease Outbreak,High
337.0,8.55,0.61,53.1,28.7,11067.0,352.8,0.93,0.45,4.63,Heavy Rain,Flood,Critical
12.7,1.1,0.16,10.8,36.9,941.0,598.0,0.41,0.39,13.75,Extreme Heat,Fire,High
296.6,8.33,0.53,146.8,25.8,1683.0,268.8,0.66,0.32,11.6,Cyclone,Infrastructure Failure,High
4.0,1.65,0.34,20.9,47.1,1744.0,824.6,0.63,0.52,7.84,Extreme Heat,Fire,High
81.7,11.44,0.84,29.7,25.4,8648.0,79.2,0.86,0.35,4.01,Heavy Rain,Flood,Critical
173.5,7.08,0.5,66.2,27.6,421.0,242.6,0.24,0.36,0.17,Cyclone,Flood,Medium
228.5,5.14,0.56,49.1,19.7,3239.0,401.4,0.7,0.44,7.63,Heavy Rain,Flood,High
56.6,8.32,0.77,15.0,23.5,2078.0,733.1,0.46,0.78,1.72,Heavy Rain,Flood,Medium
237.9,5.56,0.67,18.2,18.9,10828.0,1759.6,0.46,0.62,10.84,Landslide Trigger,Landslide,High
227.9,3.86,0.67,34.5,29.4,2601.0,299.6,0.27,0.22,7.84,Heavy Rain,Flood,Medium
68.3,5.12,0.31,102.3,32.9,505.0,269.7,0.48,0.31,9.14,Cyclone,Infrastructure Failure,Medium
271.4,2.95,0.58,115.9,27.7,1616.0,332.9,0.76,0.53,2.85,Cyclone,Infrastructure Failure,High
138.6,1.74,0.75,152.4,28.8,943.0,343.3,0.06,0.64,6.25,Cyclone,Infrastructure Failure,Medium
158.3,5.69,0.82,59.5,21.1,2173.0,1254.3,0.84,0.09,5.01,Landslide Trigger,Landslide,Critical
372.7,11.44,0.75,24.9,20.7,2163.0,228.4,0.1,0.7,0.5,Heavy Rain,Flood,High
29.8,1.2,0.42,34.2,28.9,4380.0,1107.3,0.85,0.23,15.76,Earthquake,Infrastructure Failure,High
246.1,2.81,0.93,27.6,27.0,11841.0,2327.6,0.13,0.25,3.04,Landslide Trigger,Landslide,Critical
35.5,3.98,0.39,21.5,28.9,912.0,2131.8,0.32,0.14,15.88,Earthquake,Landslide,Medium
194.7,2.08,0.62,55.0,18.6,346.0,1533.3,0.38,0.42,6.57,Landslide Trigger,Landslide,High
345.6,5.42,0.62,45.2,27.1,5180.0,640.6,0.42,0.79,7.63,Heavy Rain,Flood,High
167.3,3.72,0.48,81.3,23.6,7119.0,77.9,0.89,0.58,0.85,Cyclone,Infrastructure Failure,High
327.4,4.15,0.92,32.8,18.8,243.0,121.6,0.33,0.1,2.54,Heavy Rain,Flood,High
3.5,1.03,0.35,13.2,37.3,1666.0,624.4,0.84,0.36,21.77,Extreme Heat,Fire,High
87.3,2.98,0.78,31.5,23.4,1466.0,873.9,0.46,0.55,10.81,Landslide Trigger,Landslide,Medium
276.5,4.65,0.88,42.5,20.8,2027.0,780.2,0.19,0.53,5.35,Heavy Rain,Flood,High
13.2,2.0,0.35,26.6,18.8,1978.0,1817.0,0.75,0.61,7.2,Earthquake,Fire,Medium
151.6,5.98,0.58,36.8,22.0,604.0,583.3,0.33,0.25,4.68,Heavy Rain,Flood,High
31.2,2.31,0.4,27.6,18.8,1242.0,2084.9,0.67,0.77,7.51,Earthquake,Fire,Medium
132.2,7.47,0.83,132.8,22.4,3641.0,331.8,0.73,0.93,9.32,Cyclone,Infrastructure Failure,High
143.5,1.4,0.71,17.1,18.1,3801.0,1573.8,0.79,0.43,5.33,Landslide Trigger,Landslide,High
72.0,0.78,0.57,29.9,21.4,5438.0,692.2,0.8,0.35,6.8,Earthquake,Disease Outbreak,High
190.0,2.61,0.58,154.9,23.7,11566.0,379.3,0.21,0.24,9.91,Cyclone,Infrastructure Failure,High
55.6,9.02,0.77,18.0,27.5,1857.0,246.4,0.13,0.29,1.17,Heavy Rain,Flood,High
172.5,10.17,0.86,29.9,26.7,4241.0,459.2,0.67,0.61,2.79,Heavy Rain,Flood,High
253.9,8.65,0.62,49.1,19.9,527.0,708.3,0.59,0.39,2.8,Heavy Rain,Flood,High
319.1,6.38,0.79,23.9,20.5,3524.0,316.6,0.57,0.94,4.89,Heavy Rain,Flood,High
205.9,6.59,0.55,17.8,18.4,2442.0,673.2,0.57,0.72,8.36,Landslide Trigger,Landslide,Medium
77.7,3.57,0.21,15.2,20.1,2679.0,430.2,0.25,0.69,11.35,Earthquake,Fire,Medium
227.9,1.67,0.54,144.6,27.7,992.0,142.3,0.14,0.79,3.12,Cyclone,Infrastructure Failure,Medium
78.6,5.13,0.43,45.2,18.5,1786.0,253.6,0.3,0.3,4.63,Heavy Rain,Flood,Medium
231.5,6.84,0.66,16.8,14.5,4998.0,1918.4,0.68,0.87,8.73,Landslide Trigger,Landslide,High
13.3,2.08,0.19,15.8,41.1,759.0,461.8,0.64,0.46,16.04,Extreme Heat,Fire,High
254.7,4.66,0.65,19.5,28.5,235.0,395.5,0.66,0.24,1.88,Heavy Rain,Flood,High
14.8,1.57,0.14,28.0,37.9,14320.0,741.8,0.59,0.81,9.09,Extreme Heat,Fire,Critical
49.7,4.29,0.74,122.2,24.1,3141.0,145.7,0.36,0.33,3.23,Cyclone,Infrastructure Failure,High
118.4,6.18,0.51,53.3,19.9,1619.0,731.5,0.26,0.62,3.48,Heavy Rain,Flood,Medium
215.1,5.24,0.33,147.3,32.8,2015.0,175.3,0.34,0.12,7.4,Cyclone,Infrastructure Failure,High
153.1,8.05,0.31,115.3,31.7,4835.0,90.9,0.28,0.22,2.28,Cyclone,Infrastructure Failure,High
174.7,6.03,0.91,37.8,22.9,484.0,432.2,0.24,0.92,7.64,Heavy Rain,Flood,Medium
269.8,2.06,0.57,33.9,14.7,291.0,1709.8,0.49,0.91,2.08,Landslide Trigger,Landslide,Medium
6.4,1.21,0.35,23.6,39.3,2397.0,359.6,0.44,0.29,6.48,Extreme Heat,Fire,High
12.8,1.59,0.4,6.7,18.1,310.0,2087.5,0.67,0.11,11.31,Earthquake,Landslide,Medium
229.5,7.5,0.69,129.6,23.0,1427.0,292.1,0.9,0.5,1.73,Cyclone,Infrastructure Failure,High
291.2,2.21,0.59,65.9,28.9,1058.0,36.1,0.72,0.2,2.19,Cyclone,Infrastructure Failure,High
67.7,0.96,0.17,16.9,34.6,4551.0,287.2,0.33,0.7,2.93,Earthquake,Fire,Medium
84.0,5.18,0.46,102.9,30.5,8536.0,306.0,0.29,0.27,6.24,Cyclone,Infrastructure Failure,High
252.6,8.09,0.43,37.3,22.5,2671.0,600.5,0.05,0.62,6.48,Heavy Rain,Flood,High
232.2,3.49,0.58,151.7,25.3,2718.0,93.1,0.9,0.6,2.61,Cyclone,Infrastructure Failure,Critical
4.5,1.78,0.24,25.9,36.2,160.0,578.4,0.54,0.94,11.89,Extreme Heat,Fire,High
124.4,9.22,0.36,129.6,23.3,2975.0,113.1,0.75,0.6,6.89,Cyclone,Infrastructure Failure,High
245.9,10.71,0.66,20.1,19.9,239.0,326.0,0.17,0.15,5.73,Heavy Rain,Flood,High
8.8,0.99,0.1,25.7,44.7,430.0,312.3,0.89,0.35,15.3,Extreme Heat,Fire,Critical
379.2,11.31,0.85,10.9,24.5,5089.0,78.6,0.93,0.6,7.17,Heavy Rain,Flood,Critical
222.3,7.17,0.62,31.1,25.6,6326.0,747.0,0.83,0.52,4.81,Heavy Rain,Flood,High
164.7,8.26,0.66,13.7,22.5,3917.0,795.3,0.81,0.63,0.48,Heavy Rain,Flood,High
183.8,7.16,0.56,68.7,32.6,2525.0,175.8,0.1,0.91,8.02,Cyclone,Flood,Medium
11.9,0.8,0.34,30.8,40.6,2730.0,558.0,0.12,0.54,4.45,Extreme Heat,Fire,High
179.2,8.5,0.74,83.7,31.8,692.0,231.4,0.82,0.89,7.32,Cyclone,Infrastructure Failure,High
305.7,10.97,0.58,48.8,23.9,3788.0,139.5,0.31,0.07,5.38,Heavy Rain,Flood,Critical
88.0,3.4,0.58,23.7,19.5,1333.0,2323.6,0.91,0.63,11.7,Landslide Trigger,Landslide,High
149.3,3.81,0.69,25.5,19.4,4690.0,1455.8,0.37,0.7,8.39,Landslide Trigger,Landslide,Medium
178.7,6.77,0.68,55.6,25.5,383.0,1675.3,0.91,0.15,10.16,Landslide Trigger,Landslide,High
235.9,5.47,0.65,37.5,28.9,2975.0,371.5,0.19,0.22,7.9,Heavy Rain,Flood,High
223.3,1.9,0.59,74.1,26.8,671.0,301.2,0.28,0.38,5.56,Cyclone,Infrastructure Failure,Medium
56.7,4.51,0.78,17.8,19.6,2711.0,1228.0,0.36,0.42,5.67,Landslide Trigger,Landslide,High
12.0,0.82,0.24,22.7,38.3,2176.0,660.2,0.65,0.77,14.68,Extreme Heat,Fire,High
371.0,8.16,0.91,10.0,24.4,2530.0,179.6,0.72,0.42,0.84,Heavy Rain,Flood,Critical
271.1,6.91,0.65,23.1,22.6,495.0,286.3,0.13,0.64,5.2,Heavy Rain,Flood,High
177.5,4.94,0.39,99.0,30.7,298.0,356.4,0.65,0.27,8.46,Cyclone,Infrastructure Failure,High
115.7,2.18,0.86,44.2,22.6,1982.0,1735.9,0.62,0.62,4.31,Landslide Trigger,Landslide,High
243.8,3.8,0.76,101.8,29.4,732.0,185.0,0.66,0.57,11.39,Cyclone,Infrastructure Failure,High
76.6,2.03,0.78,75.0,24.1,1023.0,391.5,0.58,0.53,8.64,Cyclone,Infrastructure Failure,High
328.7,9.06,0.88,19.5,25.7,4100.0,41.8,0.07,0.57,0.64,Heavy Rain,Flood,High
67.2,1.83,0.17,26.4,33.6,936.0,1591.9,0.06,0.68,11.99,Earthquake,Fire,Low
3.5,2.22,0.19,23.6,44.6,9020.0,705.9,0.93,0.9,16.78,Extreme Heat,Fire,Critical
252.5,7.15,0.7,69.9,25.0,1951.0,7.2,0.18,0.86,1.74,Cyclone,Flood,Medium
12.1,0.64,0.12,33.7,45.2,12071.0,852.0,0.42,0.28,24.94,Extreme Heat,Fire,Critical
222.0,2.8,0.87,39.0,25.1,2757.0,951.8,0.9,0.29,8.11,Landslide Trigger,Landslide,High
359.1,9.74,0.82,45.4,25.3,6540.0,202.8,0.7,0.24,1.6,Heavy Rain,Flood,Critical
196.1,5.08,0.4,110.5,25.1,2954.0,43.0,0.09,0.41,5.66,Cyclone,Infrastructure Failure,Medium
135.0,2.78,0.47,16.3,20.2,609.0,644.7,0.14,0.32,3.57,Heavy Rain,Flood,Medium
12.0,1.23,0.1,19.1,41.8,1709.0,46.0,0.06,0.66,16.44,Extreme Heat,Fire,High
57.0,2.7,0.32,20.9,22.7,373.0,1556.3,0.63,0.67,12.09,Earthquake,Fire,Medium
29.7,3.57,0.57,10.3,33.1,5484.0,997.9,0.5,0.41,14.75,Earthquake,Disease Outbreak,Medium
13.7,0.96,0.13,17.7,46.0,6481.0,846.1,0.28,0.92,7.06,Extreme Heat,Fire,High
191.3,1.56,0.32,74.0,24.1,11231.0,308.2,0.62,0.67,2.75,Cyclone,Infrastructure Failure,High
92.3,6.36,0.81,53.9,27.4,5305.0,651.3,0.83,0.58,2.35,Landslide Trigger,Landslide,High
128.8,6.72,0.48,82.6,27.4,10140.0,90.4,0.81,0.9,5.86,Cyclone,Infrastructure Failure,High
316.1,5.69,0.87,51.5,29.4,230.0,549.7,0.18,0.92,1.77,Heavy Rain,Flood,High
37.0,3.49,0.38,24.8,15.5,3287.0,587.2,0.2,0.74,9.29,Earthquake,Fire,Low
5.5,2.13,0.08,28.8,38.1,3603.0,719.9,0.89,0.07,11.25,Extreme Heat,Fire,Critical
33.0,7.66,0.69,87.8,27.4,1868.0,21.6,0.8,0.48,2.39,Cyclone,Infrastructure Failure,High
180.7,6.24,0.64,46.5,26.1,12588.0,805.2,0.93,0.25,5.99,Landslide Trigger,Landslide,Critical
55.9,2.63,0.68,34.8,22.7,6170.0,2199.0,0.13,0.09,5.62,Landslide Trigger,Landslide,High
216.3,3.04,0.63,50.4,20.9,247.0,567.7,0.55,0.8,2.49,Heavy Rain,Flood,High
138.3,4.7,0.91,50.5,16.7,4485.0,1866.8,0.5,0.17,8.03,Landslide Trigger,Landslide,Critical
238.1,6.93,0.7,49.6,28.7,2417.0,368.3,0.52,0.91,3.7,Heavy Rain,Flood,High
264.3,5.0,0.71,38.2,25.7,209.0,472.4,0.35,0.43,1.5,Heavy Rain,Flood,High
70.4,9.83,0.6,51.1,19.9,771.0,55.0,0.89,0.06,3.91,Heavy Rain,Flood,High
139.0,6.56,0.68,19.2,18.2,2111.0,1396.0,0.8,0.84,3.59,Landslide Trigger,Landslide,High
3.9,1.06,0.29,22.8,22.2,439.0,1864.7,0.61,0.15,14.62,Earthquake,Landslide,Medium
134.2,4.1,0.5,37.7,24.8,1853.0,149.1,0.14,0.16,7.92,Heavy Rain,Disease Outbreak,Medium
187.7,9.33,0.64,150.2,26.9,3925.0,177.2,0.38,0.83,6.05,Cyclone,Infrastructure Failure,Medium
2.3,2.04,0.41,23.2,20.5,3816.0,969.1,0.75,0.71,10.21,Earthquake,Fire,Medium
162.7,11.5,0.89,21.7,20.3,6188.0,258.1,0.75,0.82,3.67,Heavy Rain,Flood,High
105.3,4.56,0.63,19.9,23.6,3441.0,686.0,0.78,0.18,10.35,Landslide Trigger,Landslide,High
11.8,2.5,0.31,31.3,43.3,4222.0,391.2,0.62,0.77,18.8,Extreme Heat,Fire,High
151.2,2.47,0.64,85.2,26.2,5394.0,11.9,0.54,0.06,4.66,Cyclone,Infrastructure Failure,High
152.8,2.75,0.72,33.2,27.0,6193.0,482.4,0.91,0.21,10.57,Landslide Trigger,Landslide,High
173.5,1.85,0.6,71.9,31.2,2456.0,50.0,0.92,0.64,6.21,Cyclone,Infrastructure Failure,High
109.1,2.44,0.56,49.0,23.7,4705.0,1619.8,0.63,0.92,1.57,Landslide Trigger,Landslide,High
47.0,1.56,0.34,10.3,29.5,652.0,1571.6,0.12,0.87,4.81,Earthquake,Fire,Low
18.6,1.7,0.29,17.4,29.3,3811.0,1921.8,0.37,0.93,4.47,Earthquake,Fire,Medium
148.6,2.56,0.7,16.8,18.5,2076.0,561.6,0.66,0.53,5.88,Heavy Rain,Flood,High
191.2,4.58,0.81,24.0,17.8,4865.0,1279.9,0.38,0.2,7.25,Landslide Trigger,Landslide,High
97.9,3.22,0.74,104.7,29.8,13238.0,169.4,0.65,0.83,10.69,Cyclone,Infrastructure Failure,High
217.6,10.91,0.88,54.6,25.5,1060.0,625.6,0.37,0.85,4.39,Heavy Rain,Flood,High
68.5,7.82,0.62,27.4,28.6,1120.0,684.5,0.48,0.42,4.83,Heavy Rain,Flood,Medium
28.3,0.86,0.42,14.1,28.2,272.0,736.3,0.94,0.51,9.19,Earthquake,Fire,Medium
36.5,5.83,0.82,133.4,29.7,4752.0,60.1,0.57,0.85,7.93,Cyclone,Infrastructure Failure,High
4.2,0.98,0.31,26.9,34.0,189.0,330.8,0.05,0.3,21.73,Extreme Heat,Fire,Medium
259.4,6.41,0.74,39.9,18.6,460.0,887.5,0.49,0.62,12.41,Landslide Trigger,Landslide,High
84.2,7.18,0.73,43.4,20.8,13162.0,241.7,0.25,0.94,4.6,Heavy Rain,Flood,High
10.7,2.15,0.08,15.5,34.8,456.0,347.0,0.56,0.06,24.57,Extreme Heat,Fire,High
285.2,4.27,0.48,25.2,27.3,127.0,94.2,0.92,0.58,1.92,Heavy Rain,Flood,High
212.8,4.91,0.57,41.8,15.8,2719.0,1202.5,0.16,0.08,8.97,Landslide Trigger,Landslide,High
12.0,1.95,0.07,9.5,46.5,1038.0,696.8,0.49,0.26,24.91,Extreme Heat,Fire,High
198.2,2.42,0.38,66.8,29.6,6866.0,200.2,0.72,0.47,7.45,Cyclone,Infrastructure Failure,High
14.8,1.41,0.08,39.7,34.3,2341.0,503.9,0.55,0.27,9.11,Extreme Heat,Fire,High
180.4,7.55,0.46,96.4,25.0,6658.0,329.1,0.2,0.12,8.73,Cyclone,Infrastructure Failure,High
62.2,2.79,0.62,152.2,25.9,8470.0,383.6,0.21,0.87,0.55,Cyclone,Infrastructure Failure,Medium
0.8,2.4,0.11,15.6,40.9,11880.0,355.0,0.6,0.7,17.35,Extreme Heat,Fire,Critical
53.8,6.52,0.57,144.1,26.3,1061.0,273.4,0.39,0.32,2.82,Cyclone,Infrastructure Failure,High
98.5,1.9,0.8,66.1,31.8,2749.0,54.6,0.5,0.49,0.88,Cyclone,Infrastructure Failure,Medium
185.1,3.8,0.7,107.7,25.7,1701.0,331.5,0.81,0.88,8.76,Cyclone,Infrastructure Failure,High
8.1,0.93,0.32,11.6,34.7,8316.0,308.2,0.62,0.91,18.72,Extreme Heat,Fire,High
54.9,1.99,0.66,151.8,27.5,998.0,25.3,0.35,0.09,2.73,Cyclone,Infrastructure Failure,High
348.6,7.14,0.79,13.0,18.6,2506.0,473.3,0.84,0.78,7.11,Heavy Rain,Flood,Critical
1.1,0.9,0.25,20.5,38.1,7825.0,388.4,0.14,0.3,12.24,Extreme Heat,Fire,High
8.1,1.9,0.24,38.0,45.1,2018.0,510.2,0.67,0.8,6.94,Extreme Heat,Fire,High
366.7,7.95,0.71,10.8,18.9,1739.0,133.3,0.35,0.62,0.53,Heavy Rain,Flood,High
226.8,7.86,0.67,22.5,29.4,1293.0,78.3,0.51,0.15,7.52,Heavy Rain,Flood,High
73.4,6.37,0.83,22.1,24.7,7682.0,230.1,0.82,0.51,3.17,Heavy Rain,Disease Outbreak,High
94.3,3.05,0.87,79.3,30.9,1569.0,150.7,0.37,0.62,11.83,Cyclone,Infrastructure Failure,Medium
289.6,9.31,0.72,131.7,28.2,2230.0,303.5,0.61,0.53,10.33,Cyclone,Infrastructure Failure,High
8.4,2.28,0.16,12.3,40.4,7583.0,203.1,0.61,0.82,13.46,Extreme Heat,Fire,High
13.3,3.65,0.45,6.0,27.7,2895.0,2095.5,0.87,0.06,2.5,Earthquake,Fire,Medium
50.5,2.16,0.32,23.8,16.1,1273.0,1669.1,0.5,0.39,1.09,Earthquake,Fire,Medium
113.0,8.15,0.86,143.0,27.7,1784.0,354.2,0.31,0.14,11.06,Cyclone,Infrastructure Failure,High
7.2,2.39,0.22,28.4,35.6,9768.0,146.3,0.37,0.84,12.68,Extreme Heat,Fire,High
62.5,6.44,0.66,141.7,22.0,9684.0,80.0,0.19,0.08,2.71,Cyclone,Infrastructure Failure,High
168.3,4.17,0.89,57.7,21.5,1083.0,2260.0,0.89,0.65,11.15,Landslide Trigger,Landslide,High
33.1,2.88,0.35,8.4,29.4,933.0,1821.8,0.91,0.07,14.85,Earthquake,Fire,High
159.8,4.84,0.43,28.3,25.5,5382.0,707.2,0.47,0.7,7.92,Heavy Rain,Flood,High
67.5,2.13,0.54,19.5,22.7,4253.0,1181.1,0.37,0.56,13.84,Earthquake,Landslide,Medium
275.7,9.31,0.44,78.3,29.4,1463.0,168.8,0.78,0.77,0.39,Cyclone,Flood,High
39.6,2.15,0.44,11.6,25.5,1411.0,73.7,0.66,0.62,10.04,Earthquake,Fire,Medium
175.7,2.57,0.55,38.5,18.9,4611.0,95.0,0.34,0.49,5.21,Heavy Rain,Flood,Medium
362.1,11.01,0.58,46.4,25.1,4869.0,780.6,0.74,0.5,3.87,Heavy Rain,Flood,Critical
231.0,2.57,0.56,34.1,27.2,3232.0,1401.5,0.17,0.4,9.89,Landslide Trigger,Landslide,High
283.3,11.25,0.5,28.5,19.1,2589.0,201.5,0.26,0.25,3.08,Heavy Rain,Flood,High
11.7,2.43,0.15,29.1,37.6,5293.0,836.6,0.09,0.59,17.48,Extreme Heat,Fire,High
224.1,5.14,0.55,36.1,26.5,698.0,36.2,0.18,0.61,4.58,Heavy Rain,Flood,Medium
24.9,2.04,0.33,24.5,24.4,4414.0,2121.4,0.28,0.51,7.7,Earthquake,Fire,Medium
44.2,1.65,0.39,13.4,15.1,4816.0,513.6,0.3,0.42,14.3,Earthquake,Fire,Medium
40.1,3.4,0.77,117.6,24.3,851.0,106.7,0.35,0.65,9.82,Cyclone,Infrastructure Failure,Medium
181.5,5.19,0.84,80.9,30.2,6644.0,67.8,0.46,0.7,7.43,Cyclone,Infrastructure Failure,Medium
320.7,3.72,0.81,51.4,24.9,1062.0,157.0,0.14,0.51,1.1,Heavy Rain,Flood,High
73.0,4.51,0.66,31.3,24.8,369.0,567.4,0.1,0.43,0.47,Heavy Rain,Flood,Medium
41.3,7.47,0.43,149.2,27.4,4096.0,181.3,0.6,0.89,9.39,Cyclone,Infrastructure Failure,High
33.8,3.33,0.34,30.2,20.2,865.0,671.9,0.26,0.32,13.88,Earthquake,Fire,Medium
202.9,6.34,0.81,52.3,21.6,2687.0,537.8,0.35,0.25,2.41,Landslide Trigger,Landslide,High
151.9,5.0,0.68,51.1,24.3,1220.0,1869.8,0.63,0.82,14.79,Landslide Trigger,Landslide,Medium
8.7,2.08,0.17,25.7,34.8,6600.0,887.5,0.67,0.22,20.4,Extreme Heat,Fire,Critical
0.5,2.23,0.17,14.2,41.9,2216.0,390.4,0.68,0.82,16.99,Extreme Heat,Fire,High
15.6,1.65,0.37,33.9,22.3,1839.0,869.4,0.91,0.86,13.42,Earthquake,Fire,Medium
219.4,8.3,0.43,41.3,26.5,7991.0,293.8,0.43,0.64,1.84,Heavy Rain,Flood,High
48.0,3.48,0.88,32.4,22.4,8503.0,819.7,0.56,0.86,6.83,Landslide Trigger,Landslide,Medium
72.2,3.8,0.6,5.1,33.7,282.0,345.5,0.36,0.61,1.76,Earthquake,Fire,Low
32.2,0.59,0.39,18.3,30.1,1046.0,651.2,0.32,0.59,5.13,Earthquake,Fire,Medium
205.6,5.53,0.62,26.7,29.7,4042.0,194.1,0.06,0.94,6.56,Heavy Rain,Flood,Medium
234.2,6.96,0.54,112.7,24.8,7358.0,19.0,0.2,0.76,10.05,Cyclone,Infrastructure Failure,Medium
230.1,2.93,0.55,100.2,30.4,2749.0,335.9,0.74,0.76,1.23,Cyclone,Infrastructure Failure,High
75.5,4.15,0.89,29.3,20.0,6380.0,2008.7,0.33,0.05,2.25,Landslide Trigger,Landslide,High
93.2,2.22,0.36,125.8,24.4,2072.0,374.2,0.44,0.67,6.25,Cyclone,Infrastructure Failure,Medium
152.1,2.53,0.83,100.7,22.8,1132.0,214.1,0.77,0.65,7.8,Cyclone,Infrastructure Failure,High
196.1,3.52,0.94,27.3,22.1,257.0,1018.1,0.09,0.78,11.43,Landslide Trigger,Landslide,Medium
193.3,5.57,0.75,41.6,20.4,2950.0,156.5,0.4,0.77,7.67,Heavy Rain,Flood,Medium
171.8,3.43,0.42,97.7,31.5,7256.0,29.3,0.16,0.62,2.7,Cyclone,Infrastructure Failure,Medium
120.5,7.95,0.62,14.6,25.0,3343.0,549.6,0.5,0.52,5.47,Heavy Rain,Flood,High
